dataset,node,epsilon,min_samples,id,precision,recall,fscore
BGP_testbed_3,leaf2,18.0,48,9868,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf3,18.0,48,9869,1.0,0.38,0.753968253968254
BGP_testbed_3,leaf5,18.0,48,9870,,0.0,
BGP_testbed_3,leaf6,18.0,48,9871,,0.0,
BGP_testbed_3,leaf7,18.0,48,9872,,0.0,
BGP_testbed_3,leaf8,18.0,48,9873,1.0,0.25,0.625
BGP_testbed_3,spine1,18.0,48,9874,1.0,0.25,0.625
BGP_testbed_3,spine2,18.0,48,9875,1.0,0.12,0.4054054054054054
BGP_testbed_3,spine3,18.0,48,9876,1.0,0.5,0.8333333333333334
BGP_testbed_3,spine4,18.0,48,9877,1.0,0.12,0.4054054054054054
BGP_testbed_2,leaf1,18.0,50,9878,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf2,18.0,50,9879,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf3,18.0,50,9880,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf5,18.0,50,9881,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf6,18.0,50,9882,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf7,18.0,50,9883,,0.0,
BGP_testbed_2,leaf8,18.0,50,9884,1.0,0.14,0.44871794871794873
BGP_testbed_2,spine1,18.0,50,9885,,0.0,
BGP_testbed_2,spine2,18.0,50,9886,,0.0,
BGP_testbed_2,spine3,18.0,50,9887,,0.0,
BGP_testbed_2,spine4,18.0,50,9888,1.0,0.29,0.6712962962962963
BGP_testbed_3,leaf1,18.0,50,9889,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf2,18.0,50,9890,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf3,18.0,50,9891,1.0,0.38,0.753968253968254
BGP_testbed_3,leaf5,18.0,50,9892,,0.0,
BGP_testbed_3,leaf6,18.0,50,9893,,0.0,
BGP_testbed_3,leaf7,18.0,50,9894,,0.0,
BGP_testbed_3,leaf8,18.0,50,9895,1.0,0.25,0.625
BGP_testbed_3,spine1,18.0,50,9896,1.0,0.25,0.625
BGP_testbed_3,spine2,18.0,50,9897,1.0,0.12,0.4054054054054054
BGP_testbed_3,spine3,18.0,50,9898,1.0,0.5,0.8333333333333334
BGP_testbed_3,spine4,18.0,50,9899,1.0,0.12,0.4054054054054054
BGP_testbed_2,leaf1,19.0,2,9900,,0.0,
BGP_testbed_2,leaf2,19.0,2,9901,,0.0,
BGP_testbed_2,leaf3,19.0,2,9902,,0.0,
BGP_testbed_2,leaf5,19.0,2,9903,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf6,19.0,2,9904,,0.0,
BGP_testbed_2,leaf7,19.0,2,9905,,0.0,
BGP_testbed_2,leaf8,19.0,2,9906,,0.0,
BGP_testbed_2,spine1,19.0,2,9907,,0.0,
BGP_testbed_2,spine2,19.0,2,9908,,0.0,
BGP_testbed_2,spine3,19.0,2,9909,,0.0,
BGP_testbed_2,spine4,19.0,2,9910,,0.0,
BGP_testbed_3,leaf1,19.0,2,9911,,0.0,
BGP_testbed_3,leaf2,19.0,2,9912,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf3,19.0,2,9913,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf5,19.0,2,9914,,0.0,
BGP_testbed_3,leaf6,19.0,2,9915,,0.0,
BGP_testbed_3,leaf7,19.0,2,9916,,0.0,
BGP_testbed_3,leaf8,19.0,2,9917,,0.0,
BGP_testbed_3,spine1,19.0,2,9918,1.0,0.12,0.4054054054054054
BGP_testbed_3,spine2,19.0,2,9919,1.0,0.12,0.4054054054054054
BGP_testbed_3,spine3,19.0,2,9920,1.0,0.12,0.4054054054054054
BGP_testbed_3,spine4,19.0,2,9921,1.0,0.12,0.4054054054054054
BGP_testbed_2,leaf1,19.0,4,9922,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf2,19.0,4,9923,,0.0,
BGP_testbed_2,leaf3,19.0,4,9924,,0.0,
BGP_testbed_2,leaf5,19.0,4,9925,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf6,19.0,4,9926,,0.0,
BGP_testbed_2,leaf7,19.0,4,9927,,0.0,
BGP_testbed_2,leaf8,19.0,4,9928,,0.0,
BGP_testbed_2,spine1,19.0,4,9929,,0.0,
BGP_testbed_2,spine2,19.0,4,9930,,0.0,
BGP_testbed_2,spine3,19.0,4,9931,,0.0,
BGP_testbed_2,spine4,19.0,4,9932,,0.0,
BGP_testbed_3,leaf1,19.0,4,9933,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf2,19.0,4,9934,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf3,19.0,4,9935,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf5,19.0,4,9936,,0.0,
BGP_testbed_3,leaf6,19.0,4,9937,,0.0,
BGP_testbed_3,leaf7,19.0,4,9938,,0.0,
BGP_testbed_3,leaf8,19.0,4,9939,,0.0,
BGP_testbed_3,spine1,19.0,4,9940,1.0,0.12,0.4054054054054054
BGP_testbed_3,spine2,19.0,4,9941,1.0,0.12,0.4054054054054054
BGP_testbed_3,spine3,19.0,4,9942,1.0,0.12,0.4054054054054054
BGP_testbed_3,spine4,19.0,4,9943,1.0,0.12,0.4054054054054054
BGP_testbed_2,leaf1,19.0,6,9944,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf2,19.0,6,9945,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf3,19.0,6,9946,,0.0,
BGP_testbed_2,leaf5,19.0,6,9947,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf6,19.0,6,9948,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf7,19.0,6,9949,,0.0,
BGP_testbed_2,leaf8,19.0,6,9950,,0.0,
BGP_testbed_2,spine1,19.0,6,9951,,0.0,
BGP_testbed_2,spine2,19.0,6,9952,,0.0,
BGP_testbed_2,spine3,19.0,6,9953,,0.0,
BGP_testbed_2,spine4,19.0,6,9954,,0.0,
BGP_testbed_3,leaf1,19.0,6,9955,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf2,19.0,6,9956,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf3,19.0,6,9957,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf5,19.0,6,9958,,0.0,
BGP_testbed_3,leaf6,19.0,6,9959,,0.0,
BGP_testbed_3,leaf7,19.0,6,9960,,0.0,
BGP_testbed_3,leaf8,19.0,6,9961,,0.0,
BGP_testbed_3,spine1,19.0,6,9962,1.0,0.12,0.4054054054054054
BGP_testbed_3,spine2,19.0,6,9963,1.0,0.12,0.4054054054054054
BGP_testbed_3,spine3,19.0,6,9964,1.0,0.12,0.4054054054054054
BGP_testbed_3,spine4,19.0,6,9965,1.0,0.12,0.4054054054054054
BGP_testbed_2,leaf1,19.0,8,9966,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf2,19.0,8,9967,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf3,19.0,8,9968,,0.0,
BGP_testbed_2,leaf5,19.0,8,9969,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf6,19.0,8,9970,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf7,19.0,8,9971,,0.0,
BGP_testbed_2,leaf8,19.0,8,9972,,0.0,
BGP_testbed_2,spine1,19.0,8,9973,,0.0,
BGP_testbed_2,spine2,19.0,8,9974,,0.0,
BGP_testbed_2,spine3,19.0,8,9975,,0.0,
BGP_testbed_2,spine4,19.0,8,9976,,0.0,
BGP_testbed_3,leaf1,19.0,8,9977,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf2,19.0,8,9978,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf3,19.0,8,9979,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf5,19.0,8,9980,,0.0,
BGP_testbed_3,leaf6,19.0,8,9981,,0.0,
BGP_testbed_3,leaf7,19.0,8,9982,,0.0,
BGP_testbed_3,leaf8,19.0,8,9983,,0.0,
BGP_testbed_3,spine1,19.0,8,9984,1.0,0.12,0.4054054054054054
BGP_testbed_3,spine2,19.0,8,9985,1.0,0.12,0.4054054054054054
BGP_testbed_3,spine3,19.0,8,9986,1.0,0.12,0.4054054054054054
BGP_testbed_3,spine4,19.0,8,9987,1.0,0.12,0.4054054054054054
BGP_testbed_2,leaf1,19.0,10,9988,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf2,19.0,10,9989,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf3,19.0,10,9990,,0.0,
BGP_testbed_2,leaf5,19.0,10,9991,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf6,19.0,10,9992,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf7,19.0,10,9993,,0.0,
BGP_testbed_2,leaf8,19.0,10,9994,,0.0,
BGP_testbed_2,spine1,19.0,10,9995,,0.0,
BGP_testbed_2,spine2,19.0,10,9996,,0.0,
BGP_testbed_2,spine3,19.0,10,9997,,0.0,
BGP_testbed_2,spine4,19.0,10,9998,,0.0,
BGP_testbed_3,leaf1,19.0,10,9999,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf2,19.0,10,10000,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf3,19.0,10,10001,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf5,19.0,10,10002,,0.0,
BGP_testbed_3,leaf6,19.0,10,10003,,0.0,
BGP_testbed_3,leaf7,19.0,10,10004,,0.0,
BGP_testbed_3,leaf8,19.0,10,10005,,0.0,
BGP_testbed_3,spine1,19.0,10,10006,1.0,0.12,0.4054054054054054
BGP_testbed_3,spine2,19.0,10,10007,1.0,0.12,0.4054054054054054
BGP_testbed_3,spine3,19.0,10,10008,1.0,0.12,0.4054054054054054
BGP_testbed_3,spine4,19.0,10,10009,1.0,0.12,0.4054054054054054
BGP_testbed_2,leaf1,19.0,12,10010,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf2,19.0,12,10011,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf3,19.0,12,10012,,0.0,
BGP_testbed_2,leaf5,19.0,12,10013,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf6,19.0,12,10014,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf7,19.0,12,10015,,0.0,
BGP_testbed_2,leaf8,19.0,12,10016,1.0,0.14,0.44871794871794873
BGP_testbed_2,spine1,19.0,12,10017,,0.0,
BGP_testbed_2,spine2,19.0,12,10018,,0.0,
BGP_testbed_2,spine3,19.0,12,10019,,0.0,
BGP_testbed_2,spine4,19.0,12,10020,1.0,0.14,0.44871794871794873
BGP_testbed_3,leaf1,19.0,12,10021,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf2,19.0,12,10022,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf3,19.0,12,10023,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf5,19.0,12,10024,,0.0,
BGP_testbed_3,leaf6,19.0,12,10025,,0.0,
BGP_testbed_3,leaf7,19.0,12,10026,,0.0,
BGP_testbed_3,leaf8,19.0,12,10027,,0.0,
BGP_testbed_3,spine1,19.0,12,10028,1.0,0.12,0.4054054054054054
BGP_testbed_3,spine2,19.0,12,10029,1.0,0.12,0.4054054054054054
BGP_testbed_3,spine3,19.0,12,10030,1.0,0.12,0.4054054054054054
BGP_testbed_3,spine4,19.0,12,10031,1.0,0.12,0.4054054054054054
BGP_testbed_2,leaf1,19.0,14,10032,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf2,19.0,14,10033,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf3,19.0,14,10034,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf5,19.0,14,10035,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf6,19.0,14,10036,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf7,19.0,14,10037,,0.0,
BGP_testbed_2,leaf8,19.0,14,10038,1.0,0.14,0.44871794871794873
BGP_testbed_2,spine1,19.0,14,10039,,0.0,
BGP_testbed_2,spine2,19.0,14,10040,,0.0,
BGP_testbed_2,spine3,19.0,14,10041,,0.0,
BGP_testbed_2,spine4,19.0,14,10042,1.0,0.29,0.6712962962962963
BGP_testbed_3,leaf1,19.0,14,10043,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf2,19.0,14,10044,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf3,19.0,14,10045,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf5,19.0,14,10046,,0.0,
BGP_testbed_3,leaf6,19.0,14,10047,,0.0,
BGP_testbed_3,leaf7,19.0,14,10048,,0.0,
BGP_testbed_3,leaf8,19.0,14,10049,1.0,0.25,0.625
BGP_testbed_3,spine1,19.0,14,10050,1.0,0.12,0.4054054054054054
BGP_testbed_3,spine2,19.0,14,10051,1.0,0.12,0.4054054054054054
BGP_testbed_3,spine3,19.0,14,10052,1.0,0.12,0.4054054054054054
BGP_testbed_3,spine4,19.0,14,10053,1.0,0.12,0.4054054054054054
BGP_testbed_2,leaf1,19.0,16,10054,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf2,19.0,16,10055,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf3,19.0,16,10056,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf5,19.0,16,10057,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf6,19.0,16,10058,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf7,19.0,16,10059,,0.0,
BGP_testbed_2,leaf8,19.0,16,10060,1.0,0.14,0.44871794871794873
BGP_testbed_2,spine1,19.0,16,10061,,0.0,
BGP_testbed_2,spine2,19.0,16,10062,,0.0,
BGP_testbed_2,spine3,19.0,16,10063,,0.0,
BGP_testbed_2,spine4,19.0,16,10064,1.0,0.29,0.6712962962962963
BGP_testbed_3,leaf1,19.0,16,10065,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf2,19.0,16,10066,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf3,19.0,16,10067,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf5,19.0,16,10068,,0.0,
BGP_testbed_3,leaf6,19.0,16,10069,,0.0,
BGP_testbed_3,leaf7,19.0,16,10070,,0.0,
BGP_testbed_3,leaf8,19.0,16,10071,1.0,0.25,0.625
BGP_testbed_3,spine1,19.0,16,10072,1.0,0.12,0.4054054054054054
BGP_testbed_3,spine2,19.0,16,10073,1.0,0.12,0.4054054054054054
BGP_testbed_3,spine3,19.0,16,10074,1.0,0.12,0.4054054054054054
BGP_testbed_3,spine4,19.0,16,10075,1.0,0.12,0.4054054054054054
BGP_testbed_2,leaf1,19.0,18,10076,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf2,19.0,18,10077,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf3,19.0,18,10078,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf5,19.0,18,10079,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf6,19.0,18,10080,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf7,19.0,18,10081,,0.0,
BGP_testbed_2,leaf8,19.0,18,10082,1.0,0.14,0.44871794871794873
BGP_testbed_2,spine1,19.0,18,10083,,0.0,
BGP_testbed_2,spine2,19.0,18,10084,,0.0,
BGP_testbed_2,spine3,19.0,18,10085,,0.0,
BGP_testbed_2,spine4,19.0,18,10086,1.0,0.29,0.6712962962962963
BGP_testbed_3,leaf1,19.0,18,10087,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf2,19.0,18,10088,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf3,19.0,18,10089,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf5,19.0,18,10090,,0.0,
BGP_testbed_3,leaf6,19.0,18,10091,,0.0,
BGP_testbed_3,leaf7,19.0,18,10092,,0.0,
BGP_testbed_3,leaf8,19.0,18,10093,1.0,0.25,0.625
BGP_testbed_3,spine1,19.0,18,10094,1.0,0.12,0.4054054054054054
BGP_testbed_3,spine2,19.0,18,10095,1.0,0.12,0.4054054054054054
BGP_testbed_3,spine3,19.0,18,10096,1.0,0.12,0.4054054054054054
BGP_testbed_3,spine4,19.0,18,10097,1.0,0.12,0.4054054054054054
BGP_testbed_2,leaf1,19.0,20,10098,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf2,19.0,20,10099,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf3,19.0,20,10100,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf5,19.0,20,10101,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf6,19.0,20,10102,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf7,19.0,20,10103,,0.0,
BGP_testbed_2,leaf8,19.0,20,10104,1.0,0.14,0.44871794871794873
BGP_testbed_2,spine1,19.0,20,10105,,0.0,
BGP_testbed_2,spine2,19.0,20,10106,,0.0,
BGP_testbed_2,spine3,19.0,20,10107,,0.0,
BGP_testbed_2,spine4,19.0,20,10108,1.0,0.29,0.6712962962962963
BGP_testbed_3,leaf1,19.0,20,10109,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf2,19.0,20,10110,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf3,19.0,20,10111,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf5,19.0,20,10112,,0.0,
BGP_testbed_3,leaf6,19.0,20,10113,,0.0,
BGP_testbed_3,leaf7,19.0,20,10114,,0.0,
BGP_testbed_3,leaf8,19.0,20,10115,1.0,0.25,0.625
BGP_testbed_3,spine1,19.0,20,10116,1.0,0.12,0.4054054054054054
BGP_testbed_3,spine2,19.0,20,10117,1.0,0.12,0.4054054054054054
BGP_testbed_3,spine3,19.0,20,10118,1.0,0.12,0.4054054054054054
BGP_testbed_3,spine4,19.0,20,10119,1.0,0.12,0.4054054054054054
BGP_testbed_2,leaf1,19.0,22,10120,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf2,19.0,22,10121,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf3,19.0,22,10122,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf5,19.0,22,10123,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf6,19.0,22,10124,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf7,19.0,22,10125,,0.0,
BGP_testbed_2,leaf8,19.0,22,10126,1.0,0.14,0.44871794871794873
BGP_testbed_2,spine1,19.0,22,10127,,0.0,
BGP_testbed_2,spine2,19.0,22,10128,,0.0,
BGP_testbed_2,spine3,19.0,22,10129,,0.0,
BGP_testbed_2,spine4,19.0,22,10130,1.0,0.29,0.6712962962962963
BGP_testbed_3,leaf1,19.0,22,10131,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf2,19.0,22,10132,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf3,19.0,22,10133,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf5,19.0,22,10134,,0.0,
BGP_testbed_3,leaf6,19.0,22,10135,,0.0,
BGP_testbed_3,leaf7,19.0,22,10136,,0.0,
BGP_testbed_3,leaf8,19.0,22,10137,1.0,0.25,0.625
BGP_testbed_3,spine1,19.0,22,10138,1.0,0.12,0.4054054054054054
BGP_testbed_3,spine2,19.0,22,10139,1.0,0.12,0.4054054054054054
BGP_testbed_3,spine3,19.0,22,10140,1.0,0.12,0.4054054054054054
BGP_testbed_3,spine4,19.0,22,10141,1.0,0.12,0.4054054054054054
BGP_testbed_2,leaf1,19.0,24,10142,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf2,19.0,24,10143,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf3,19.0,24,10144,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf5,19.0,24,10145,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf6,19.0,24,10146,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf7,19.0,24,10147,,0.0,
BGP_testbed_2,leaf8,19.0,24,10148,1.0,0.14,0.44871794871794873
BGP_testbed_2,spine1,19.0,24,10149,,0.0,
BGP_testbed_2,spine2,19.0,24,10150,,0.0,
BGP_testbed_2,spine3,19.0,24,10151,,0.0,
BGP_testbed_2,spine4,19.0,24,10152,1.0,0.29,0.6712962962962963
BGP_testbed_3,leaf1,19.0,24,10153,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf2,19.0,24,10154,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf3,19.0,24,10155,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf5,19.0,24,10156,,0.0,
BGP_testbed_3,leaf6,19.0,24,10157,,0.0,
BGP_testbed_3,leaf7,19.0,24,10158,,0.0,
BGP_testbed_3,leaf8,19.0,24,10159,1.0,0.25,0.625
BGP_testbed_3,spine1,19.0,24,10160,1.0,0.12,0.4054054054054054
BGP_testbed_3,spine2,19.0,24,10161,1.0,0.12,0.4054054054054054
BGP_testbed_3,spine3,19.0,24,10162,1.0,0.12,0.4054054054054054
BGP_testbed_3,spine4,19.0,24,10163,1.0,0.12,0.4054054054054054
BGP_testbed_2,leaf1,19.0,26,10164,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf2,19.0,26,10165,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf3,19.0,26,10166,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf5,19.0,26,10167,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf6,19.0,26,10168,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf7,19.0,26,10169,,0.0,
BGP_testbed_2,leaf8,19.0,26,10170,1.0,0.14,0.44871794871794873
BGP_testbed_2,spine1,19.0,26,10171,,0.0,
BGP_testbed_2,spine2,19.0,26,10172,,0.0,
BGP_testbed_2,spine3,19.0,26,10173,,0.0,
BGP_testbed_2,spine4,19.0,26,10174,1.0,0.29,0.6712962962962963
BGP_testbed_3,leaf1,19.0,26,10175,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf2,19.0,26,10176,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf3,19.0,26,10177,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf5,19.0,26,10178,,0.0,
BGP_testbed_3,leaf6,19.0,26,10179,,0.0,
BGP_testbed_3,leaf7,19.0,26,10180,,0.0,
BGP_testbed_3,leaf8,19.0,26,10181,1.0,0.25,0.625
BGP_testbed_3,spine1,19.0,26,10182,1.0,0.12,0.4054054054054054
BGP_testbed_3,spine2,19.0,26,10183,1.0,0.12,0.4054054054054054
BGP_testbed_3,spine3,19.0,26,10184,1.0,0.12,0.4054054054054054
BGP_testbed_3,spine4,19.0,26,10185,1.0,0.12,0.4054054054054054
BGP_testbed_2,leaf1,19.0,28,10186,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf2,19.0,28,10187,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf3,19.0,28,10188,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf5,19.0,28,10189,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf6,19.0,28,10190,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf7,19.0,28,10191,,0.0,
BGP_testbed_2,leaf8,19.0,28,10192,1.0,0.14,0.44871794871794873
BGP_testbed_2,spine1,19.0,28,10193,,0.0,
BGP_testbed_2,spine2,19.0,28,10194,,0.0,
BGP_testbed_2,spine3,19.0,28,10195,,0.0,
BGP_testbed_2,spine4,19.0,28,10196,1.0,0.29,0.6712962962962963
BGP_testbed_3,leaf1,19.0,28,10197,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf2,19.0,28,10198,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf3,19.0,28,10199,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf5,19.0,28,10200,,0.0,
BGP_testbed_3,leaf6,19.0,28,10201,,0.0,
BGP_testbed_3,leaf7,19.0,28,10202,,0.0,
BGP_testbed_3,leaf8,19.0,28,10203,1.0,0.25,0.625
BGP_testbed_3,spine1,19.0,28,10204,1.0,0.12,0.4054054054054054
BGP_testbed_3,spine2,19.0,28,10205,1.0,0.12,0.4054054054054054
BGP_testbed_3,spine3,19.0,28,10206,1.0,0.12,0.4054054054054054
BGP_testbed_3,spine4,19.0,28,10207,1.0,0.12,0.4054054054054054
BGP_testbed_2,leaf1,19.0,30,10208,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf2,19.0,30,10209,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf3,19.0,30,10210,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf5,19.0,30,10211,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf6,19.0,30,10212,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf7,19.0,30,10213,,0.0,
BGP_testbed_2,leaf8,19.0,30,10214,1.0,0.14,0.44871794871794873
BGP_testbed_2,spine1,19.0,30,10215,,0.0,
BGP_testbed_2,spine2,19.0,30,10216,,0.0,
BGP_testbed_2,spine3,19.0,30,10217,,0.0,
BGP_testbed_2,spine4,19.0,30,10218,1.0,0.29,0.6712962962962963
BGP_testbed_3,leaf1,19.0,30,10219,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf2,19.0,30,10220,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf3,19.0,30,10221,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf5,19.0,30,10222,,0.0,
BGP_testbed_3,leaf6,19.0,30,10223,,0.0,
BGP_testbed_3,leaf7,19.0,30,10224,,0.0,
BGP_testbed_3,leaf8,19.0,30,10225,1.0,0.25,0.625
BGP_testbed_3,spine1,19.0,30,10226,1.0,0.12,0.4054054054054054
BGP_testbed_3,spine2,19.0,30,10227,1.0,0.12,0.4054054054054054
BGP_testbed_3,spine3,19.0,30,10228,1.0,0.12,0.4054054054054054
BGP_testbed_3,spine4,19.0,30,10229,1.0,0.12,0.4054054054054054
BGP_testbed_2,leaf1,19.0,32,10230,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf2,19.0,32,10231,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf3,19.0,32,10232,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf5,19.0,32,10233,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf6,19.0,32,10234,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf7,19.0,32,10235,,0.0,
BGP_testbed_2,leaf8,19.0,32,10236,1.0,0.14,0.44871794871794873
BGP_testbed_2,spine1,19.0,32,10237,,0.0,
BGP_testbed_2,spine2,19.0,32,10238,,0.0,
BGP_testbed_2,spine3,19.0,32,10239,,0.0,
BGP_testbed_2,spine4,19.0,32,10240,1.0,0.29,0.6712962962962963
BGP_testbed_3,leaf1,19.0,32,10241,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf2,19.0,32,10242,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf3,19.0,32,10243,1.0,0.12,0.4054054054054054
BGP_testbed_3,leaf5,19.0,32,10244,,0.0,
BGP_testbed_3,leaf6,19.0,32,10245,,0.0,
BGP_testbed_3,leaf7,19.0,32,10246,,0.0,
BGP_testbed_3,leaf8,19.0,32,10247,1.0,0.25,0.625
BGP_testbed_3,spine1,19.0,32,10248,1.0,0.12,0.4054054054054054
BGP_testbed_3,spine2,19.0,32,10249,1.0,0.12,0.4054054054054054
BGP_testbed_3,spine3,19.0,32,10250,1.0,0.12,0.4054054054054054
BGP_testbed_3,spine4,19.0,32,10251,1.0,0.12,0.4054054054054054
BGP_testbed_2,leaf1,19.0,34,10252,1.0,0.14,0.44871794871794873
BGP_testbed_2,leaf2,19.0,34,10253,1.0,0.14,0.44871794871794873
