dataset,node,tree_size,contamination,id,precision,recall,fscore
BGP_testbed_3,spine3,75,0.076,12670,0.57,1.0,0.62363238512035
BGP_testbed_3,spine4,75,0.076,12671,0.62,1.0,0.670995670995671
BGP_testbed_2,leaf1,75,0.081,12672,0.47,1.0,0.5257270693512304
BGP_testbed_2,leaf2,75,0.081,12673,0.64,1.0,0.6896551724137931
BGP_testbed_2,leaf3,75,0.081,12674,0.78,1.0,0.8158995815899582
BGP_testbed_2,leaf5,75,0.081,12675,0.64,1.0,0.6896551724137931
BGP_testbed_2,leaf6,75,0.081,12676,0.54,1.0,0.5947136563876653
BGP_testbed_2,leaf7,75,0.081,12677,0.5,1.0,0.5555555555555556
BGP_testbed_2,leaf8,75,0.081,12678,0.64,1.0,0.6896551724137931
BGP_testbed_2,spine1,75,0.081,12679,0.3,1.0,0.3488372093023256
BGP_testbed_2,spine2,75,0.081,12680,0.7,1.0,0.7446808510638298
BGP_testbed_2,spine3,75,0.081,12681,0.5,1.0,0.5555555555555556
BGP_testbed_2,spine4,75,0.081,12682,0.64,1.0,0.6896551724137931
BGP_testbed_3,leaf1,75,0.081,12683,0.89,1.0,0.9100204498977507
BGP_testbed_3,leaf2,75,0.081,12684,0.5,1.0,0.5555555555555556
BGP_testbed_3,leaf3,75,0.081,12685,1.0,1.0,1.0
BGP_testbed_3,leaf5,75,0.081,12686,0.73,1.0,0.7716701902748413
BGP_testbed_3,leaf6,75,0.081,12687,0.89,1.0,0.9100204498977507
BGP_testbed_3,leaf7,75,0.081,12688,0.67,1.0,0.7173447537473233
BGP_testbed_3,leaf8,75,0.081,12689,0.53,1.0,0.5849889624724063
BGP_testbed_3,spine1,75,0.081,12690,0.62,1.0,0.670995670995671
BGP_testbed_3,spine2,75,0.081,12691,0.62,1.0,0.670995670995671
BGP_testbed_3,spine3,75,0.081,12692,0.57,1.0,0.62363238512035
BGP_testbed_3,spine4,75,0.081,12693,0.62,1.0,0.670995670995671
BGP_testbed_2,leaf1,75,0.08600000000000001,12694,0.54,1.0,0.5947136563876653
BGP_testbed_2,leaf2,75,0.08600000000000001,12695,0.54,1.0,0.5947136563876653
BGP_testbed_2,leaf3,75,0.08600000000000001,12696,0.78,1.0,0.8158995815899582
BGP_testbed_2,leaf5,75,0.08600000000000001,12697,0.58,1.0,0.6331877729257641
BGP_testbed_2,leaf6,75,0.08600000000000001,12698,0.47,1.0,0.5257270693512304
BGP_testbed_2,leaf7,75,0.08600000000000001,12699,0.5,1.0,0.5555555555555556
BGP_testbed_2,leaf8,75,0.08600000000000001,12700,0.54,1.0,0.5947136563876653
BGP_testbed_2,spine1,75,0.08600000000000001,12701,0.3,1.0,0.3488372093023256
BGP_testbed_2,spine2,75,0.08600000000000001,12702,0.78,1.0,0.8158995815899582
BGP_testbed_2,spine3,75,0.08600000000000001,12703,0.5,1.0,0.5555555555555556
BGP_testbed_2,spine4,75,0.08600000000000001,12704,0.58,1.0,0.6331877729257641
BGP_testbed_3,leaf1,75,0.08600000000000001,12705,0.89,1.0,0.9100204498977507
BGP_testbed_3,leaf2,75,0.08600000000000001,12706,0.5,1.0,0.5555555555555556
BGP_testbed_3,leaf3,75,0.08600000000000001,12707,1.0,1.0,1.0
BGP_testbed_3,leaf5,75,0.08600000000000001,12708,0.62,1.0,0.670995670995671
BGP_testbed_3,leaf6,75,0.08600000000000001,12709,0.8,1.0,0.8333333333333334
BGP_testbed_3,leaf7,75,0.08600000000000001,12710,0.73,1.0,0.7716701902748413
BGP_testbed_3,leaf8,75,0.08600000000000001,12711,0.5,1.0,0.5555555555555556
BGP_testbed_3,spine1,75,0.08600000000000001,12712,0.57,1.0,0.62363238512035
BGP_testbed_3,spine2,75,0.08600000000000001,12713,0.62,1.0,0.670995670995671
BGP_testbed_3,spine3,75,0.08600000000000001,12714,0.57,1.0,0.62363238512035
BGP_testbed_3,spine4,75,0.08600000000000001,12715,0.62,1.0,0.670995670995671
BGP_testbed_2,leaf1,75,0.091,12716,0.54,1.0,0.5947136563876653
BGP_testbed_2,leaf2,75,0.091,12717,0.54,1.0,0.5947136563876653
BGP_testbed_2,leaf3,75,0.091,12718,0.64,1.0,0.6896551724137931
BGP_testbed_2,leaf5,75,0.091,12719,0.54,1.0,0.5947136563876653
BGP_testbed_2,leaf6,75,0.091,12720,0.47,1.0,0.5257270693512304
BGP_testbed_2,leaf7,75,0.091,12721,0.5,1.0,0.5555555555555556
BGP_testbed_2,leaf8,75,0.091,12722,0.47,1.0,0.5257270693512304
BGP_testbed_2,spine1,75,0.091,12723,0.3,1.0,0.3488372093023256
BGP_testbed_2,spine2,75,0.091,12724,0.7,1.0,0.7446808510638298
BGP_testbed_2,spine3,75,0.091,12725,0.44,1.0,0.4954954954954955
BGP_testbed_2,spine4,75,0.091,12726,0.54,1.0,0.5947136563876653
BGP_testbed_3,leaf1,75,0.091,12727,0.73,1.0,0.7716701902748413
BGP_testbed_3,leaf2,75,0.091,12728,0.47,1.0,0.5257270693512304
BGP_testbed_3,leaf3,75,0.091,12729,1.0,1.0,1.0
BGP_testbed_3,leaf5,75,0.091,12730,0.73,1.0,0.7716701902748413
BGP_testbed_3,leaf6,75,0.091,12731,0.67,1.0,0.7173447537473233
BGP_testbed_3,leaf7,75,0.091,12732,0.73,1.0,0.7716701902748413
BGP_testbed_3,leaf8,75,0.091,12733,0.53,1.0,0.5849889624724063
BGP_testbed_3,spine1,75,0.091,12734,0.5,1.0,0.5555555555555556
BGP_testbed_3,spine2,75,0.091,12735,0.57,1.0,0.62363238512035
BGP_testbed_3,spine3,75,0.091,12736,0.57,1.0,0.62363238512035
BGP_testbed_3,spine4,75,0.091,12737,0.62,1.0,0.670995670995671
BGP_testbed_2,leaf1,75,0.096,12738,0.44,1.0,0.4954954954954955
BGP_testbed_2,leaf2,75,0.096,12739,0.5,1.0,0.5555555555555556
BGP_testbed_2,leaf3,75,0.096,12740,0.7,1.0,0.7446808510638298
BGP_testbed_2,leaf5,75,0.096,12741,0.5,1.0,0.5555555555555556
BGP_testbed_2,leaf6,75,0.096,12742,0.47,1.0,0.5257270693512304
BGP_testbed_2,leaf7,75,0.096,12743,0.47,1.0,0.5257270693512304
BGP_testbed_2,leaf8,75,0.096,12744,0.47,1.0,0.5257270693512304
BGP_testbed_2,spine1,75,0.096,12745,0.29,1.0,0.337995337995338
BGP_testbed_2,spine2,75,0.096,12746,0.47,1.0,0.5257270693512304
BGP_testbed_2,spine3,75,0.096,12747,0.39,1.0,0.4441913439635536
BGP_testbed_2,spine4,75,0.096,12748,0.58,1.0,0.6331877729257641
BGP_testbed_3,leaf1,75,0.096,12749,0.73,1.0,0.7716701902748413
BGP_testbed_3,leaf2,75,0.096,12750,0.44,1.0,0.4954954954954955
BGP_testbed_3,leaf3,75,0.096,12751,0.89,1.0,0.9100204498977507
BGP_testbed_3,leaf5,75,0.096,12752,0.73,1.0,0.7716701902748413
BGP_testbed_3,leaf6,75,0.096,12753,0.67,1.0,0.7173447537473233
BGP_testbed_3,leaf7,75,0.096,12754,0.67,1.0,0.7173447537473233
BGP_testbed_3,leaf8,75,0.096,12755,0.53,1.0,0.5849889624724063
BGP_testbed_3,spine1,75,0.096,12756,0.57,1.0,0.62363238512035
BGP_testbed_3,spine2,75,0.096,12757,0.5,1.0,0.5555555555555556
BGP_testbed_3,spine3,75,0.096,12758,0.57,1.0,0.62363238512035
BGP_testbed_3,spine4,75,0.096,12759,0.62,1.0,0.670995670995671
BGP_testbed_2,leaf1,75,0.101,12760,0.47,1.0,0.5257270693512304
BGP_testbed_2,leaf2,75,0.101,12761,0.47,1.0,0.5257270693512304
BGP_testbed_2,leaf3,75,0.101,12762,0.64,1.0,0.6896551724137931
BGP_testbed_2,leaf5,75,0.101,12763,0.54,1.0,0.5947136563876653
BGP_testbed_2,leaf6,75,0.101,12764,0.44,1.0,0.4954954954954955
BGP_testbed_2,leaf7,75,0.101,12765,0.5,1.0,0.5555555555555556
BGP_testbed_2,leaf8,75,0.101,12766,0.44,1.0,0.4954954954954955
BGP_testbed_2,spine1,75,0.101,12767,0.27,1.0,0.31615925058548017
BGP_testbed_2,spine2,75,0.101,12768,0.41,1.0,0.4648526077097505
BGP_testbed_2,spine3,75,0.101,12769,0.39,1.0,0.4441913439635536
BGP_testbed_2,spine4,75,0.101,12770,0.47,1.0,0.5257270693512304
BGP_testbed_3,leaf1,75,0.101,12771,0.8,1.0,0.8333333333333334
BGP_testbed_3,leaf2,75,0.101,12772,0.47,1.0,0.5257270693512304
BGP_testbed_3,leaf3,75,0.101,12773,0.89,1.0,0.9100204498977507
BGP_testbed_3,leaf5,75,0.101,12774,0.62,1.0,0.670995670995671
BGP_testbed_3,leaf6,75,0.101,12775,1.0,1.0,1.0
BGP_testbed_3,leaf7,75,0.101,12776,0.62,1.0,0.670995670995671
BGP_testbed_3,leaf8,75,0.101,12777,0.44,1.0,0.4954954954954955
BGP_testbed_3,spine1,75,0.101,12778,0.53,1.0,0.5849889624724063
BGP_testbed_3,spine2,75,0.101,12779,0.62,1.0,0.670995670995671
BGP_testbed_3,spine3,75,0.101,12780,0.53,1.0,0.5849889624724063
BGP_testbed_3,spine4,75,0.101,12781,0.62,1.0,0.670995670995671
BGP_testbed_2,leaf1,75,0.106,12782,0.44,1.0,0.4954954954954955
BGP_testbed_2,leaf2,75,0.106,12783,0.44,1.0,0.4954954954954955
BGP_testbed_2,leaf3,75,0.106,12784,0.64,1.0,0.6896551724137931
BGP_testbed_2,leaf5,75,0.106,12785,0.47,1.0,0.5257270693512304
BGP_testbed_2,leaf6,75,0.106,12786,0.5,1.0,0.5555555555555556
BGP_testbed_2,leaf7,75,0.106,12787,0.32,1.0,0.37037037037037035
BGP_testbed_2,leaf8,75,0.106,12788,0.39,1.0,0.4441913439635536
BGP_testbed_2,spine1,75,0.106,12789,0.26,1.0,0.3051643192488263
BGP_testbed_2,spine2,75,0.106,12790,0.47,1.0,0.5257270693512304
BGP_testbed_2,spine3,75,0.106,12791,0.39,1.0,0.4441913439635536
BGP_testbed_2,spine4,75,0.106,12792,0.5,1.0,0.5555555555555556
BGP_testbed_3,leaf1,75,0.106,12793,0.8,1.0,0.8333333333333334
BGP_testbed_3,leaf2,75,0.106,12794,0.44,1.0,0.4954954954954955
BGP_testbed_3,leaf3,75,0.106,12795,1.0,1.0,1.0
BGP_testbed_3,leaf5,75,0.106,12796,0.67,1.0,0.7173447537473233
BGP_testbed_3,leaf6,75,0.106,12797,0.89,1.0,0.9100204498977507
BGP_testbed_3,leaf7,75,0.106,12798,0.62,1.0,0.670995670995671
BGP_testbed_3,leaf8,75,0.106,12799,0.47,1.0,0.5257270693512304
BGP_testbed_3,spine1,75,0.106,12800,0.44,1.0,0.4954954954954955
BGP_testbed_3,spine2,75,0.106,12801,0.57,1.0,0.62363238512035
BGP_testbed_3,spine3,75,0.106,12802,0.47,1.0,0.5257270693512304
BGP_testbed_3,spine4,75,0.106,12803,0.57,1.0,0.62363238512035
BGP_testbed_2,leaf1,75,0.111,12804,0.37,1.0,0.4233409610983982
BGP_testbed_2,leaf2,75,0.111,12805,0.54,1.0,0.5947136563876653
BGP_testbed_2,leaf3,75,0.111,12806,0.58,1.0,0.6331877729257641
BGP_testbed_2,leaf5,75,0.111,12807,0.5,1.0,0.5555555555555556
BGP_testbed_2,leaf6,75,0.111,12808,0.5,1.0,0.5555555555555556
BGP_testbed_2,leaf7,75,0.111,12809,0.37,1.0,0.4233409610983982
BGP_testbed_2,leaf8,75,0.111,12810,0.41,1.0,0.4648526077097505
BGP_testbed_2,spine1,75,0.111,12811,0.25,1.0,0.29411764705882354
BGP_testbed_2,spine2,75,0.111,12812,0.39,1.0,0.4441913439635536
BGP_testbed_2,spine3,75,0.111,12813,0.37,1.0,0.4233409610983982
BGP_testbed_2,spine4,75,0.111,12814,0.44,1.0,0.4954954954954955
BGP_testbed_3,leaf1,75,0.111,12815,0.73,1.0,0.7716701902748413
BGP_testbed_3,leaf2,75,0.111,12816,0.4,1.0,0.45454545454545453
BGP_testbed_3,leaf3,75,0.111,12817,0.8,1.0,0.8333333333333334
BGP_testbed_3,leaf5,75,0.111,12818,0.67,1.0,0.7173447537473233
BGP_testbed_3,leaf6,75,0.111,12819,0.67,1.0,0.7173447537473233
BGP_testbed_3,leaf7,75,0.111,12820,0.62,1.0,0.670995670995671
BGP_testbed_3,leaf8,75,0.111,12821,0.4,1.0,0.45454545454545453
BGP_testbed_3,spine1,75,0.111,12822,0.47,1.0,0.5257270693512304
BGP_testbed_3,spine2,75,0.111,12823,0.47,1.0,0.5257270693512304
BGP_testbed_3,spine3,75,0.111,12824,0.53,1.0,0.5849889624724063
BGP_testbed_3,spine4,75,0.111,12825,0.57,1.0,0.62363238512035
BGP_testbed_2,leaf1,75,0.116,12826,0.37,1.0,0.4233409610983982
BGP_testbed_2,leaf2,75,0.116,12827,0.44,1.0,0.4954954954954955
BGP_testbed_2,leaf3,75,0.116,12828,0.58,1.0,0.6331877729257641
BGP_testbed_2,leaf5,75,0.116,12829,0.41,1.0,0.4648526077097505
BGP_testbed_2,leaf6,75,0.116,12830,0.5,1.0,0.5555555555555556
BGP_testbed_2,leaf7,75,0.116,12831,0.39,1.0,0.4441913439635536
BGP_testbed_2,leaf8,75,0.116,12832,0.41,1.0,0.4648526077097505
BGP_testbed_2,spine1,75,0.116,12833,0.24,1.0,0.2830188679245283
BGP_testbed_2,spine2,75,0.116,12834,0.44,1.0,0.4954954954954955
BGP_testbed_2,spine3,75,0.116,12835,0.28,1.0,0.3271028037383178
BGP_testbed_2,spine4,75,0.116,12836,0.44,1.0,0.4954954954954955
BGP_testbed_3,leaf1,75,0.116,12837,0.73,1.0,0.7716701902748413
BGP_testbed_3,leaf2,75,0.116,12838,0.42,1.0,0.47511312217194573
BGP_testbed_3,leaf3,75,0.116,12839,1.0,1.0,1.0
BGP_testbed_3,leaf5,75,0.116,12840,0.62,1.0,0.670995670995671
BGP_testbed_3,leaf6,75,0.116,12841,0.73,1.0,0.7716701902748413
BGP_testbed_3,leaf7,75,0.116,12842,0.5,1.0,0.5555555555555556
BGP_testbed_3,leaf8,75,0.116,12843,0.42,1.0,0.47511312217194573
BGP_testbed_3,spine1,75,0.116,12844,0.53,1.0,0.5849889624724063
BGP_testbed_3,spine2,75,0.116,12845,0.44,1.0,0.4954954954954955
BGP_testbed_3,spine3,75,0.116,12846,0.47,1.0,0.5257270693512304
BGP_testbed_3,spine4,75,0.116,12847,0.57,1.0,0.62363238512035
BGP_testbed_2,leaf1,75,0.121,12848,0.37,1.0,0.4233409610983982
BGP_testbed_2,leaf2,75,0.121,12849,0.47,1.0,0.5257270693512304
BGP_testbed_2,leaf3,75,0.121,12850,0.5,1.0,0.5555555555555556
BGP_testbed_2,leaf5,75,0.121,12851,0.39,1.0,0.4441913439635536
BGP_testbed_2,leaf6,75,0.121,12852,0.37,1.0,0.4233409610983982
BGP_testbed_2,leaf7,75,0.121,12853,0.33,1.0,0.3810623556581986
BGP_testbed_2,leaf8,75,0.121,12854,0.37,1.0,0.4233409610983982
BGP_testbed_2,spine1,75,0.121,12855,0.23,1.0,0.2718676122931442
BGP_testbed_2,spine2,75,0.121,12856,0.37,1.0,0.4233409610983982
BGP_testbed_2,spine3,75,0.121,12857,0.3,1.0,0.3488372093023256
BGP_testbed_2,spine4,75,0.121,12858,0.5,1.0,0.5555555555555556
BGP_testbed_3,leaf1,75,0.121,12859,0.67,1.0,0.7173447537473233
BGP_testbed_3,leaf2,75,0.121,12860,0.4,1.0,0.45454545454545453
BGP_testbed_3,leaf3,75,0.121,12861,0.8,1.0,0.8333333333333334
BGP_testbed_3,leaf5,75,0.121,12862,0.53,1.0,0.5849889624724063
BGP_testbed_3,leaf6,75,0.121,12863,0.62,1.0,0.670995670995671
BGP_testbed_3,leaf7,75,0.121,12864,0.53,1.0,0.5849889624724063
BGP_testbed_3,leaf8,75,0.121,12865,0.47,1.0,0.5257270693512304
BGP_testbed_3,spine1,75,0.121,12866,0.44,1.0,0.4954954954954955
BGP_testbed_3,spine2,75,0.121,12867,0.44,1.0,0.4954954954954955
BGP_testbed_3,spine3,75,0.121,12868,0.5,1.0,0.5555555555555556
BGP_testbed_3,spine4,75,0.121,12869,0.62,1.0,0.670995670995671
BGP_testbed_2,leaf1,75,0.126,12870,0.37,1.0,0.4233409610983982
BGP_testbed_2,leaf2,75,0.126,12871,0.39,1.0,0.4441913439635536
BGP_testbed_2,leaf3,75,0.126,12872,0.54,1.0,0.5947136563876653
BGP_testbed_2,leaf5,75,0.126,12873,0.39,1.0,0.4441913439635536
BGP_testbed_2,leaf6,75,0.126,12874,0.35,1.0,0.40229885057471265
BGP_testbed_2,leaf7,75,0.126,12875,0.33,1.0,0.3810623556581986
BGP_testbed_2,leaf8,75,0.126,12876,0.35,1.0,0.40229885057471265
BGP_testbed_2,spine1,75,0.126,12877,0.22,1.0,0.26066350710900477
BGP_testbed_2,spine2,75,0.126,12878,0.37,1.0,0.4233409610983982
BGP_testbed_2,spine3,75,0.126,12879,0.37,1.0,0.4233409610983982
BGP_testbed_2,spine4,75,0.126,12880,0.39,1.0,0.4441913439635536
BGP_testbed_3,leaf1,75,0.126,12881,0.73,1.0,0.7716701902748413
BGP_testbed_3,leaf2,75,0.126,12882,0.38,1.0,0.4337899543378995
BGP_testbed_3,leaf3,75,0.126,12883,0.73,1.0,0.7716701902748413
BGP_testbed_3,leaf5,75,0.126,12884,0.44,1.0,0.4954954954954955
BGP_testbed_3,leaf6,75,0.126,12885,0.57,1.0,0.62363238512035
BGP_testbed_3,leaf7,75,0.126,12886,0.57,1.0,0.62363238512035
BGP_testbed_3,leaf8,75,0.126,12887,0.42,1.0,0.47511312217194573
BGP_testbed_3,spine1,75,0.126,12888,0.44,1.0,0.4954954954954955
BGP_testbed_3,spine2,75,0.126,12889,0.47,1.0,0.5257270693512304
BGP_testbed_3,spine3,75,0.126,12890,0.47,1.0,0.5257270693512304
BGP_testbed_3,spine4,75,0.126,12891,0.5,1.0,0.5555555555555556
BGP_testbed_2,leaf1,75,0.131,12892,0.33,1.0,0.3810623556581986
BGP_testbed_2,leaf2,75,0.131,12893,0.41,1.0,0.4648526077097505
BGP_testbed_2,leaf3,75,0.131,12894,0.47,1.0,0.5257270693512304
BGP_testbed_2,leaf5,75,0.131,12895,0.37,1.0,0.4233409610983982
BGP_testbed_2,leaf6,75,0.131,12896,0.35,1.0,0.40229885057471265
BGP_testbed_2,leaf7,75,0.131,12897,0.37,1.0,0.4233409610983982
BGP_testbed_2,leaf8,75,0.131,12898,0.37,1.0,0.4233409610983982
BGP_testbed_2,spine1,75,0.131,12899,0.24,1.0,0.2830188679245283
BGP_testbed_2,spine2,75,0.131,12900,0.33,1.0,0.3810623556581986
BGP_testbed_2,spine3,75,0.131,12901,0.35,1.0,0.40229885057471265
BGP_testbed_2,spine4,75,0.131,12902,0.39,1.0,0.4441913439635536
BGP_testbed_3,leaf1,75,0.131,12903,0.73,1.0,0.7716701902748413
BGP_testbed_3,leaf2,75,0.131,12904,0.4,1.0,0.45454545454545453
BGP_testbed_3,leaf3,75,0.131,12905,0.73,1.0,0.7716701902748413
BGP_testbed_3,leaf5,75,0.131,12906,0.47,1.0,0.5257270693512304
BGP_testbed_3,leaf6,75,0.131,12907,0.73,1.0,0.7716701902748413
BGP_testbed_3,leaf7,75,0.131,12908,0.5,1.0,0.5555555555555556
BGP_testbed_3,leaf8,75,0.131,12909,0.42,1.0,0.47511312217194573
BGP_testbed_3,spine1,75,0.131,12910,0.44,1.0,0.4954954954954955
BGP_testbed_3,spine2,75,0.131,12911,0.47,1.0,0.5257270693512304
BGP_testbed_3,spine3,75,0.131,12912,0.44,1.0,0.4954954954954955
BGP_testbed_3,spine4,75,0.131,12913,0.53,1.0,0.5849889624724063
BGP_testbed_2,leaf1,75,0.136,12914,0.33,1.0,0.3810623556581986
BGP_testbed_2,leaf2,75,0.136,12915,0.35,1.0,0.40229885057471265
BGP_testbed_2,leaf3,75,0.136,12916,0.35,1.0,0.40229885057471265
BGP_testbed_2,leaf5,75,0.136,12917,0.35,1.0,0.40229885057471265
BGP_testbed_2,leaf6,75,0.136,12918,0.33,1.0,0.3810623556581986
BGP_testbed_2,leaf7,75,0.136,12919,0.32,1.0,0.37037037037037035
BGP_testbed_2,leaf8,75,0.136,12920,0.32,1.0,0.37037037037037035
BGP_testbed_2,spine1,75,0.136,12921,0.23,1.0,0.2718676122931442
BGP_testbed_2,spine2,75,0.136,12922,0.33,1.0,0.3810623556581986
BGP_testbed_2,spine3,75,0.136,12923,0.26,1.0,0.3051643192488263
BGP_testbed_2,spine4,75,0.136,12924,0.41,1.0,0.4648526077097505
BGP_testbed_3,leaf1,75,0.136,12925,0.57,1.0,0.62363238512035
BGP_testbed_3,leaf2,75,0.136,12926,0.42,1.0,0.47511312217194573
BGP_testbed_3,leaf3,75,0.136,12927,0.8,1.0,0.8333333333333334
BGP_testbed_3,leaf5,75,0.136,12928,0.5,1.0,0.5555555555555556
BGP_testbed_3,leaf6,75,0.136,12929,0.5,1.0,0.5555555555555556
BGP_testbed_3,leaf7,75,0.136,12930,0.53,1.0,0.5849889624724063
BGP_testbed_3,leaf8,75,0.136,12931,0.36,1.0,0.4128440366972476
BGP_testbed_3,spine1,75,0.136,12932,0.4,1.0,0.45454545454545453
BGP_testbed_3,spine2,75,0.136,12933,0.47,1.0,0.5257270693512304
BGP_testbed_3,spine3,75,0.136,12934,0.47,1.0,0.5257270693512304
BGP_testbed_3,spine4,75,0.136,12935,0.47,1.0,0.5257270693512304
BGP_testbed_2,leaf1,75,0.14100000000000001,12936,0.37,1.0,0.4233409610983982
BGP_testbed_2,leaf2,75,0.14100000000000001,12937,0.35,1.0,0.40229885057471265
BGP_testbed_2,leaf3,75,0.14100000000000001,12938,0.44,1.0,0.4954954954954955
BGP_testbed_2,leaf5,75,0.14100000000000001,12939,0.32,1.0,0.37037037037037035
BGP_testbed_2,leaf6,75,0.14100000000000001,12940,0.37,1.0,0.4233409610983982
BGP_testbed_2,leaf7,75,0.14100000000000001,12941,0.3,1.0,0.3488372093023256
BGP_testbed_2,leaf8,75,0.14100000000000001,12942,0.32,1.0,0.37037037037037035
BGP_testbed_2,spine1,75,0.14100000000000001,12943,0.21,1.0,0.24940617577197152
BGP_testbed_2,spine2,75,0.14100000000000001,12944,0.35,1.0,0.40229885057471265
BGP_testbed_2,spine3,75,0.14100000000000001,12945,0.28,1.0,0.3271028037383178
BGP_testbed_2,spine4,75,0.14100000000000001,12946,0.41,1.0,0.4648526077097505
BGP_testbed_3,leaf1,75,0.14100000000000001,12947,0.73,1.0,0.7716701902748413
BGP_testbed_3,leaf2,75,0.14100000000000001,12948,0.38,1.0,0.4337899543378995
BGP_testbed_3,leaf3,75,0.14100000000000001,12949,0.73,1.0,0.7716701902748413
BGP_testbed_3,leaf5,75,0.14100000000000001,12950,0.42,1.0,0.47511312217194573
BGP_testbed_3,leaf6,75,0.14100000000000001,12951,0.57,1.0,0.62363238512035
BGP_testbed_3,leaf7,75,0.14100000000000001,12952,0.4,1.0,0.45454545454545453
BGP_testbed_3,leaf8,75,0.14100000000000001,12953,0.36,1.0,0.4128440366972476
BGP_testbed_3,spine1,75,0.14100000000000001,12954,0.38,1.0,0.4337899543378995
BGP_testbed_3,spine2,75,0.14100000000000001,12955,0.42,1.0,0.47511312217194573
BGP_testbed_3,spine3,75,0.14100000000000001,12956,0.44,1.0,0.4954954954954955
BGP_testbed_3,spine4,75,0.14100000000000001,12957,0.47,1.0,0.5257270693512304
BGP_testbed_2,leaf1,75,0.146,12958,0.32,1.0,0.37037037037037035
BGP_testbed_2,leaf2,75,0.146,12959,0.35,1.0,0.40229885057471265
BGP_testbed_2,leaf3,75,0.146,12960,0.44,1.0,0.4954954954954955
BGP_testbed_2,leaf5,75,0.146,12961,0.28,1.0,0.3271028037383178
BGP_testbed_2,leaf6,75,0.146,12962,0.3,1.0,0.3488372093023256
BGP_testbed_2,leaf7,75,0.146,12963,0.28,1.0,0.3271028037383178
BGP_testbed_2,leaf8,75,0.146,12964,0.3,1.0,0.3488372093023256
BGP_testbed_2,spine1,75,0.146,12965,0.19,1.0,0.2267303102625298
BGP_testbed_2,spine2,75,0.146,12966,0.28,1.0,0.3271028037383178
BGP_testbed_2,spine3,75,0.146,12967,0.27,1.0,0.31615925058548017
BGP_testbed_2,spine4,75,0.146,12968,0.35,1.0,0.40229885057471265
BGP_testbed_3,leaf1,75,0.146,12969,0.57,1.0,0.62363238512035
BGP_testbed_3,leaf2,75,0.146,12970,0.38,1.0,0.4337899543378995
BGP_testbed_3,leaf3,75,0.146,12971,0.73,1.0,0.7716701902748413
BGP_testbed_3,leaf5,75,0.146,12972,0.44,1.0,0.4954954954954955
BGP_testbed_3,leaf6,75,0.146,12973,0.57,1.0,0.62363238512035
BGP_testbed_3,leaf7,75,0.146,12974,0.44,1.0,0.4954954954954955
BGP_testbed_3,leaf8,75,0.146,12975,0.36,1.0,0.4128440366972476
BGP_testbed_3,spine1,75,0.146,12976,0.36,1.0,0.4128440366972476
BGP_testbed_3,spine2,75,0.146,12977,0.42,1.0,0.47511312217194573
BGP_testbed_3,spine3,75,0.146,12978,0.42,1.0,0.47511312217194573
BGP_testbed_3,spine4,75,0.146,12979,0.44,1.0,0.4954954954954955
BGP_testbed_2,leaf1,75,0.151,12980,0.3,1.0,0.3488372093023256
BGP_testbed_2,leaf2,75,0.151,12981,0.37,1.0,0.4233409610983982
BGP_testbed_2,leaf3,75,0.151,12982,0.37,1.0,0.4233409610983982
BGP_testbed_2,leaf5,75,0.151,12983,0.29,1.0,0.337995337995338
BGP_testbed_2,leaf6,75,0.151,12984,0.27,1.0,0.31615925058548017
BGP_testbed_2,leaf7,75,0.151,12985,0.27,1.0,0.31615925058548017
BGP_testbed_2,leaf8,75,0.151,12986,0.3,1.0,0.3488372093023256
BGP_testbed_2,spine1,75,0.151,12987,0.2,1.0,0.23809523809523808
BGP_testbed_2,spine2,75,0.151,12988,0.28,1.0,0.3271028037383178
BGP_testbed_2,spine3,75,0.151,12989,0.24,1.0,0.2830188679245283
BGP_testbed_2,spine4,75,0.151,12990,0.3,1.0,0.3488372093023256
BGP_testbed_3,leaf1,75,0.151,12991,0.53,1.0,0.5849889624724063
BGP_testbed_3,leaf2,75,0.151,12992,0.35,1.0,0.40229885057471265
BGP_testbed_3,leaf3,75,0.151,12993,0.73,1.0,0.7716701902748413
BGP_testbed_3,leaf5,75,0.151,12994,0.47,1.0,0.5257270693512304
BGP_testbed_3,leaf6,75,0.151,12995,0.42,1.0,0.47511312217194573
BGP_testbed_3,leaf7,75,0.151,12996,0.4,1.0,0.45454545454545453
BGP_testbed_3,leaf8,75,0.151,12997,0.36,1.0,0.4128440366972476
BGP_testbed_3,spine1,75,0.151,12998,0.42,1.0,0.47511312217194573
BGP_testbed_3,spine2,75,0.151,12999,0.4,1.0,0.45454545454545453
BGP_testbed_3,spine3,75,0.151,13000,0.4,1.0,0.45454545454545453
BGP_testbed_3,spine4,75,0.151,13001,0.47,1.0,0.5257270693512304
BGP_testbed_2,leaf1,75,0.156,13002,0.3,1.0,0.3488372093023256
BGP_testbed_2,leaf2,75,0.156,13003,0.35,1.0,0.40229885057471265
BGP_testbed_2,leaf3,75,0.156,13004,0.33,1.0,0.3810623556581986
BGP_testbed_2,leaf5,75,0.156,13005,0.3,1.0,0.3488372093023256
BGP_testbed_2,leaf6,75,0.156,13006,0.27,1.0,0.31615925058548017
BGP_testbed_2,leaf7,75,0.156,13007,0.29,1.0,0.337995337995338
BGP_testbed_2,leaf8,75,0.156,13008,0.26,1.0,0.3051643192488263
BGP_testbed_2,spine1,75,0.156,13009,0.18,1.0,0.21531100478468898
